4.850712500726659382e-01 1.844661968431554611e-01 3.651483716701107718e-01 4.416406227109129778e-01 1.029411764705882304e-01
2.638888888888888951e-01 4.444444444444444198e-01 3.651483716701107718e-01 4.416406227109129778e-01 2.368137783989545941e-01
2.638888888888888951e-01 4.046513191112560137e-01 5.270462766947299205e-01 1.476024809233492281e-02 2.100420126042014946e-01
2.638888888888888951e-01 4.444444444444444198e-01 1.673596703488007542e-01 1.895424836601307117e-01 4.705882352941176405e-01
2.335496832484569019e-01 3.253000243161777161e-01 2.638888888888888951e-01 4.090479940519309299e-01 3.358513959040798080e-01
-4.042260417272216383e-02 3.099066319908698741e-01 4.046513191112560137e-01 3.550358012483631476e-01 3.850770231077027539e-01
4.500514373894347053e-01 1.844661968431554611e-01 3.651483716701107718e-01 3.594771241830065356e-01 3.358513959040798080e-01
5.270462766947299205e-01 3.099066319908698741e-01 4.046513191112560137e-01 1.960784313725490169e-02 2.867647058823529216e-01
4.850712500726659382e-01 1.347420139090738656e-01 1.844661968431554611e-01 3.594771241830065356e-01 5.601120336112039855e-01
5.270462766947299205e-01 4.444444444444444198e-01 1.157275124715689274e-01 4.090479940519309299e-01 3.358513959040798080e-01
2.167774923810300014e-01 2.638888888888888951e-01 2.167774923810300014e-01 5.294117647058823595e-01 3.358513959040798080e-01
4.444444444444444198e-01 2.828894749305018164e-01 2.638888888888888951e-01 2.428722464683339965e-01 1.286239388568816422e-01
3.557562367689426908e-01 2.638888888888888951e-01 4.046513191112560137e-01 3.492912213303892011e-01 3.854955397219413382e-01
8.333333333333332871e-02 3.557562367689426908e-01 1.347420139090738656e-01 4.594467381633612346e-01 3.358513959040798080e-01
6.487491201346025360e-02 3.099066319908698741e-01 4.046513191112560137e-01 4.850712500726659382e-01 3.358513959040798080e-01
3.857583749052297395e-01 4.444444444444444198e-01 2.167774923810300014e-01 4.090479940519309299e-01 4.353221193479409057e-01
2.335496832484569019e-01 4.046513191112560137e-01 5.270462766947299205e-01 3.492912213303892011e-01 4.277926319464985805e-01
3.557562367689426908e-01 3.099066319908698741e-01 1.844661968431554611e-01 3.594771241830065356e-01 3.158101459191265947e-01
5.708992257184501984e-01 8.333333333333332871e-02 4.850712500726659382e-01 -3.146895466872337566e-02 5.144957554275265688e-01
2.638888888888888951e-01 4.022244544834535640e-01 6.666666666666666297e-01 1.347420139090738656e-01 3.707336495572355894e-01
3.557562367689426908e-01 4.046513191112560137e-01 3.099066319908698741e-01 4.090479940519309299e-01 8.291849892341732198e-02
-4.042260417272216383e-02 4.411494016915297189e-01 3.557562367689426908e-01 4.416406227109129778e-01 2.867647058823529216e-01
5.270462766947299205e-01 4.500514373894347053e-01 1.157275124715689274e-01 1.960784313725490169e-02 3.850770231077027539e-01
3.557562367689426908e-01 2.335496832484569019e-01 4.444444444444444198e-01 5.752237416355279187e-01 1.029411764705882304e-01
3.099066319908698741e-01 6.098241729265263533e-01 1.347420139090738656e-01 4.042260417272216522e-01 3.850770231077027539e-01
4.022244544834535640e-01 4.022244544834535640e-01 3.333333333333333148e-01 4.090479940519309299e-01 1.286239388568816422e-01
3.333333333333333148e-01 5.708992257184501984e-01 0.000000000000000000e+00 6.736330697086078123e-01 3.158101459191265947e-01
4.500514373894347053e-01 4.500514373894347053e-01 1.666666666666666574e-01 5.659164584181103352e-01 3.500700210070024909e-02
2.828894749305018164e-01 6.098241729265263533e-01 5.000000000000000000e-01 1.871202971412799232e-01 8.982837383370209650e-02
-5.143444998736396850e-02 5.006939628599933467e-01 7.200822998230955729e-01 6.230853024407227991e-01 4.353221193479409057e-01
7.784989441615229877e-01 9.722222222222222376e-02 2.335496832484569019e-01 6.860232117781694949e-01 3.158101459191265947e-01
1.157275124715689274e-01 5.708992257184501984e-01 2.155872222545181793e-01 5.752237416355279187e-01 3.150630189063022280e-01
4.500514373894347053e-01 3.294039229342061725e-01 3.294039229342061725e-01 4.615633996151571883e-01 -2.746175181905448695e-02
5.659164584181102242e-01 5.006939628599933467e-01 1.666666666666666574e-01 6.736330697086078123e-01 2.556653716805367127e-01
