8.681040205926788822e-01 8.629852952872869576e-01 8.741123265092205497e-01 8.769710788467578455e-01 8.661698786483222889e-01 8.786472445109654306e-01 8.688962454581740102e-01 8.684426361227609581e-01 8.688345673018167403e-01 8.689679027766851194e-01
8.682252884094099343e-01 8.706384255516960158e-01 8.718068466385259230e-01 8.712158457102757714e-01 8.509062914207989881e-01 8.605501777994162271e-01 8.505072118753994603e-01 8.668825615252321315e-01 8.647682643973222394e-01 8.750980019021045164e-01
8.696503109476657611e-01 8.637557743342281213e-01 8.632818904599821597e-01 8.819022029349152803e-01 8.649113234684642215e-01 8.725118991517110123e-01 8.676912316976957973e-01 8.617531570278070818e-01 8.656488688972252543e-01 8.652728838101353404e-01
8.799189775444644646e-01 8.646983845608817720e-01 8.561427421168888996e-01 8.751206089255489928e-01 8.756065286493369682e-01 8.674520897887135762e-01 8.785335346498910347e-01 8.656466141069645293e-01 8.753223274075737637e-01 8.700771408407019791e-01
8.659368379461355181e-01 8.452174670192903472e-01 8.565330863268562078e-01 8.628498157953543579e-01 8.704077208519217512e-01 8.710654745253083586e-01 8.816930791216082142e-01 8.597463954156009391e-01 8.722355660101004382e-01 8.632317627610266442e-01
8.624705287410924237e-01 8.723673894154047037e-01 8.587562767557920251e-01 8.760717708397477432e-01 8.563190581804255297e-01 8.475765364104503874e-01 8.585055685586895358e-01 8.577028614964110620e-01 8.615788456470218071e-01 8.532806897877930341e-01
8.563158821987908453e-01 8.452951513635630354e-01 8.604748117201914681e-01 8.439314909229420625e-01 8.589014592892851852e-01 8.632594606795830350e-01 8.395682369383242749e-01 8.522628398837993613e-01 8.536168036972737738e-01 8.598658102282282778e-01
8.396388974327131383e-01 8.363627168310303617e-01 8.307061264681449009e-01 8.406082603334076309e-01 8.522309050924570251e-01 8.452579161122597551e-01 8.560173317343582333e-01 8.598164992023522579e-01 8.534311299653288829e-01 8.482259002833526518e-01
8.472832871836244450e-01 8.551200012997198785e-01 8.373059757230335576e-01 8.356821000154768253e-01 8.437447022886497283e-01 8.571451291273779471e-01 8.474642170632115112e-01 8.376987245834547346e-01 8.764085937455539099e-01 8.561994261966690001e-01
8.580797575834533397e-01 8.466337315122719476e-01 8.470634075230025761e-01 8.503773394836054988e-01 8.598082892043815706e-01 8.556623777353021820e-01 8.659291860879140268e-01 8.441140343228866749e-01 8.451213618572270825e-01 8.454883982158658551e-01
8.462392241320587649e-01 8.617745839426880217e-01 8.533461390670019631e-01 8.316196347960645996e-01 8.457235038447811215e-01 8.644420616654241440e-01 8.630677357688051332e-01 8.503160902240961549e-01 8.190745737996424358e-01 8.352722297468541113e-01
8.562412762373595720e-01 8.472664796434968837e-01 8.546945025323986478e-01 8.419227584510629026e-01 8.281321715527529825e-01 8.722032536892432297e-01 8.519758597459944349e-01 8.564914267073747700e-01 8.297144702684767781e-01 8.478036501603350983e-01
8.190008872062334300e-01 8.419772514042564993e-01 8.238255536285277181e-01 8.321319155825622760e-01 8.647272067975597665e-01 8.508201458907455050e-01 8.624831509548425146e-01 8.427102089111915273e-01 8.571632215223263795e-01 8.242017262098447761e-01
8.228422729448785500e-01 8.190967905498526269e-01 8.459253312947022652e-01 8.271933021501099992e-01 8.222446781155624551e-01 8.335959375575179298e-01 8.114764165788903583e-01 8.301318103583203989e-01 8.233066014640977315e-01 8.443679088146865963e-01
8.346139532413382467e-01 8.472233410706757617e-01 8.274078598607611523e-01 8.316625472448230250e-01 8.157802851382510712e-01 7.905724467072156036e-01 8.092366031770882318e-01 8.255498892227319807e-01 8.469374811326996211e-01 8.086479291670940484e-01
7.929726729483420611e-01 8.239713889159854254e-01 8.029493117749952891e-01 7.883875718684453249e-01 8.186510946077419915e-01 8.057538055781652275e-01 8.100711794069944682e-01 7.838533528320457133e-01 8.337127591273498783e-01 7.899307875865819728e-01
7.608179714441193342e-01 7.748123933415831388e-01 8.021088803722489224e-01 8.052945066676564512e-01 8.257160504861466022e-01 7.953731255814742163e-01 8.148299771342389919e-01 8.130005693557156299e-01 8.287657443755658271e-01 7.983419359632605294e-01
7.995686483832952218e-01 8.041326292702911660e-01 8.047391405627815075e-01 7.856789528182716031e-01 8.224987811788408987e-01 8.054993967274768352e-01 7.998094436415915665e-01 8.101662247169362230e-01 7.820845511532861227e-01 7.875328735781842449e-01
7.761892270200635435e-01 7.684837486267326323e-01 7.950714799661481313e-01 7.958444146514586093e-01 7.560528565763132702e-01 7.839468964105595905e-01 7.986063044977554926e-01 7.570061004544049732e-01 7.706894191463582455e-01 8.036735406935335835e-01
7.696912472930628191e-01 7.514746751783603074e-01 7.750736606021008113e-01 7.750407053979128102e-01 7.454129920307357438e-01 7.485053702173619650e-01 7.855265593442455341e-01 7.514746751783603074e-01 7.283562388077386984e-01 7.750407053979128102e-01
8.000030048389932258e-01 7.631126341686979009e-01 8.145779662818416478e-01 7.964128483483131626e-01 7.876612725407604598e-01 7.774676851028691216e-01 7.459787971650634342e-01 7.798365630942286630e-01 7.491431216295012518e-01 8.022534933330294216e-01
7.813544335949925701e-01 7.736629914733612612e-01 7.881371711051647910e-01 7.572480739887021972e-01 7.602148435688934613e-01 8.045208361901028393e-01 7.314191808085578339e-01 7.861472309768755551e-01 7.542058908491616753e-01 7.887019293913656304e-01
6.806124675264336732e-01 7.373032823860226070e-01 7.510013177440687526e-01 6.784107270452774952e-01 7.455998274430803985e-01 7.183891761761612704e-01 7.090047096053533338e-01 7.636965647726601247e-01 7.441523000650457353e-01 7.304542647069995898e-01
7.165433535757037564e-01 7.076860746093502907e-01 6.961501423868982075e-01 6.643924908051841438e-01 7.802677929042800553e-01 7.280307265665265648e-01 7.465004481338508580e-01 6.978562215462981166e-01 7.526462493600083459e-01 7.055373347248553584e-01
7.036314861854917613e-01 7.076037020032810432e-01 7.363284157725178414e-01 6.719888771154713947e-01 7.244190933142033995e-01 7.056378454561066382e-01 6.803606054398746439e-01 7.246066905969839045e-01 6.940569882140033009e-01 6.994970940425274675e-01
6.196171129657366272e-01 6.927001917314727919e-01 6.794570080515971444e-01 6.959341477338492066e-01 6.528603943863953152e-01 6.943795495994322664e-01 7.348661533647766753e-01 7.056794589607736645e-01 7.047803622397180723e-01 6.647135771941721227e-01
6.528249509748170754e-01 6.685972219465584621e-01 6.585385754338380915e-01 6.154491395248384844e-01 7.181596416994990850e-01 6.710680174613430360e-01 6.807130613124166008e-01 6.730744061252535992e-01 7.111470293690215216e-01 6.458337204765380868e-01
6.756896410913637574e-01 7.392150760533323650e-01 7.320953301388779533e-01 7.156011977893147469e-01 6.687858042023776539e-01 6.922218479840356320e-01 6.555140969557602393e-01 6.932637359727696902e-01 6.966248625823955321e-01 7.089699054603979533e-01
7.060526237288706763e-01 6.777233823194224183e-01 6.902802568842981712e-01 7.209738944067766164e-01 6.965445689534207618e-01 7.105066755488572694e-01 7.538034036294509743e-01 6.810157554922808831e-01 7.236214264968258147e-01 7.146343451147647574e-01
6.393586484992559438e-01 7.112149319989838903e-01 6.772383318418320197e-01 6.737305174159965437e-01 6.781924460843110625e-01 6.078862923653226558e-01 6.505885574674731275e-01 6.925208750777900324e-01 6.891203368790328465e-01 6.891203368790328465e-01
7.027778413739595997e-01 7.160839421983251629e-01 6.982544465363992314e-01 7.074384150306691765e-01 7.403592150094497892e-01 7.574513221611928193e-01 7.207500404522452220e-01 7.377817238788340060e-01 7.357545956394199171e-01 7.803375744718282769e-01
7.592663024297741092e-01 7.415586475694884161e-01 7.723475257292988783e-01 7.130281184478846068e-01 7.598020461513890211e-01 7.382505638893822608e-01 6.629633599863604676e-01 8.323201327131450888e-01 7.545481606824354648e-01 7.331421572020484501e-01
8.835876613004425284e-01 9.537376850981184040e-01 8.636704651095502561e-01 9.026409564618075310e-01 8.640756379576554069e-01 7.950222990496834674e-01 8.456999272296346071e-01 8.715445277391368206e-01 8.825083065434800034e-01 7.957500144762816863e-01
9.339481688408090010e-01 8.942763956013128901e-01 8.762217322754548565e-01 8.868273266370846342e-01 8.973540628516626372e-01 8.973540628516626372e-01 9.068061495903068092e-01 8.837075316875588893e-01 8.401717571883099422e-01 8.778724431416679019e-01
9.708618004494934395e-01 9.319260762166782230e-01 9.412863426441807624e-01 9.563969175904929454e-01 9.031491177031917283e-01 9.695460946215321840e-01 9.551050684038223659e-01 8.747586832818146085e-01 8.896759449938517195e-01 9.551050684038223659e-01
9.352736088085854549e-01 9.660191090818952553e-01 9.635516341961527509e-01 9.660191090818952553e-01 9.034727108162938780e-01 9.011844141880458459e-01 9.681729895565623911e-01 9.308092912205717662e-01 9.331828668873507482e-01 9.308092912205717662e-01
8.164352708783865209e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.164352708783865209e-01 8.164352708783865209e-01 8.164352708783865209e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
