8.362291621740530756e-01 8.262823484616838021e-01 8.265069369568367463e-01 8.337575671427923663e-01 8.236933343539700747e-01 8.239579289930675232e-01 8.319799742821667454e-01 8.282064743808906782e-01 8.397294871521558957e-01 8.338131772492662908e-01
8.165110842386622547e-01 8.260801581845147457e-01 8.271440221332485576e-01 8.343501681732219399e-01 8.404971078953090702e-01 8.153726537768460902e-01 8.253215942563463248e-01 8.487162035557650475e-01 8.392475277486309837e-01 8.212473345431154925e-01
8.103322462944358984e-01 8.213373107517585314e-01 8.023032431332820513e-01 8.149474198277291137e-01 8.175626422544485239e-01 8.250033559130883765e-01 8.128563920682512212e-01 8.249462249551920978e-01 8.397894838703521270e-01 8.232093725608945478e-01
8.192462799630567671e-01 8.091217638359868847e-01 8.223118481202388308e-01 8.116879876973743801e-01 8.196083515698122657e-01 8.180637805377376504e-01 8.120050574850654623e-01 8.197690002355977335e-01 8.106849826646049806e-01 8.320701158632680672e-01
8.161202923392770758e-01 8.278938083918637725e-01 8.348265740257919676e-01 8.303819283771939341e-01 8.176953594765763444e-01 8.325818457116628268e-01 8.453849165347522288e-01 8.356078825494434037e-01 8.288113792574317573e-01 8.427417623863814322e-01
8.363839173094140822e-01 8.338478340962239832e-01 8.376124600189657210e-01 8.505832681773263237e-01 8.367312495715464316e-01 8.463845628765017670e-01 8.422515338724719802e-01 8.322782324347116623e-01 8.486184118992128322e-01 8.628850373735073020e-01
8.493607589119428480e-01 8.403379192724125257e-01 8.585776045426620762e-01 8.277788367536282887e-01 8.384007133696090852e-01 8.498467277357959482e-01 8.463651207692440837e-01 8.408602343015660896e-01 8.415423039700774543e-01 8.377901904634988961e-01
8.455984928945849965e-01 8.485253791977803717e-01 8.310520812690880277e-01 8.544147409962393747e-01 8.456433328291194096e-01 8.335828606032700261e-01 8.590351631399806287e-01 8.280985175138020349e-01 8.484883339380199230e-01 8.399690603724946358e-01
8.438230804229904791e-01 8.612312692646949541e-01 8.488406706940828661e-01 8.377629112537912093e-01 8.449748186172892916e-01 8.495216932497684503e-01 8.526246207829641932e-01 8.592347442241392574e-01 8.482209506576873226e-01 8.509789478263072304e-01
8.631775048622929436e-01 8.597294131467103639e-01 8.617490414058879278e-01 8.577656384614165130e-01 8.577710031727856510e-01 8.557671652523375361e-01 8.627103401745361833e-01 8.620456754734369120e-01 8.700277970005693140e-01 8.500911377511352063e-01
8.642726023794813361e-01 8.738351723028883189e-01 8.516957510524567621e-01 8.676870381581305303e-01 8.714830825498602884e-01 8.660139679879133023e-01 8.653272101471407574e-01 8.451785156553377476e-01 8.561442584690444058e-01 8.557871581614872047e-01
8.660841274543018553e-01 8.677824970100231905e-01 8.656781201859186092e-01 8.691639711884796560e-01 8.572014718174220116e-01 8.726706280907736701e-01 8.596543326189638456e-01 8.644770442602536242e-01 8.512930195273129552e-01 8.702732724968563760e-01
8.822228057736578588e-01 8.493593501244239841e-01 8.730059634087818932e-01 8.720448795146551468e-01 8.564584083626353150e-01 8.684023678543150160e-01 8.755347306964034182e-01 8.618265874597510479e-01 8.616065105095314092e-01 8.824389717083850337e-01
