2.127689185726922005e-05 2.134516216756310314e-05 2.140304422937333584e-05 2.223290175606962293e-05 1.964631701412145048e-05
2.015882273553870618e-05 2.208763544331304729e-05 2.184225377277471125e-05 2.050546754617244005e-05 2.043667700490914285e-05
2.026587571890559047e-05 2.219411362602841109e-05 2.146378210454713553e-05 2.023985325649846345e-05 2.017531551246065646e-05
2.187872269132640213e-05 2.221840441052336246e-05 2.104712984873913229e-05 1.958128996193408966e-05 2.130841858161147684e-05
2.128381311194971204e-05 2.138045419997069985e-05 2.257492087665013969e-05 2.360094549658242613e-05 2.211539867857936770e-05
2.181509262300096452e-05 2.323752414667978883e-05 2.208937075920403004e-05 2.254365972476080060e-05 2.302953362232074142e-05
2.397307071078103036e-05 2.278498686791863292e-05 2.417618270555976778e-05 2.342908555874601007e-05 2.373851202719379216e-05
2.433009285596199334e-05 2.269819015054963529e-05 2.371495793340727687e-05 2.446844337100628763e-05 2.474095526849851012e-05
2.394183866272214800e-05 2.561367364251054823e-05 2.457608570693992078e-05 2.598347055027261376e-05 2.596575905045028776e-05
2.783649506454821676e-05 2.741058233368676156e-05 2.459459938108921051e-05 2.643430707394145429e-05 2.587981180113274604e-05
2.786313962133135647e-05 2.595690239104442298e-05 2.602225504233501852e-05 2.871385913749691099e-05 3.039844523300416768e-05
3.029776780749671161e-05 2.758245682343840599e-05 2.945403866760898381e-05 2.660907011886592954e-05 2.944191146525554359e-05
3.023004319402389228e-05 2.774913991743233055e-05 3.006172482855618000e-05 3.106286021647974849e-05 3.378288965905085206e-05
3.206749897799454629e-05 3.282675243099220097e-05 3.157444007229059935e-05 3.377990287845022976e-05 3.176028985762968659e-05
3.417752304812893271e-05 3.664799805846996605e-05 3.409188866498880088e-05 3.223993189749307930e-05 3.427069532335735857e-05
3.509240923449397087e-05 4.021233326056972146e-05 3.214971729903481901e-05 3.883153840433806181e-05 3.736914368346333504e-05
3.709657175932079554e-05 4.172112676315009594e-05 4.059257480548694730e-05 4.257295950083062053e-05 3.774170545511879027e-05
4.837533197132870555e-05 4.430677654454484582e-05 4.017013998236507177e-05 3.980729889008216560e-05 4.332136086304672062e-05
4.914430974167771637e-05 4.361588071333244443e-05 4.828615783480927348e-05 3.860071956296451390e-05 5.093352956464514136e-05
5.144734677742235363e-05 5.038755625719204545e-05 5.074172804597765207e-05 5.112947474117390811e-05 4.972540409653447568e-05
5.188778231968171895e-05 5.798388519906438887e-05 5.410831727203913033e-05 5.638614675262942910e-05 5.675141437677666545e-05
5.934304135735146701e-05 6.038598803570494056e-05 6.063706678105518222e-05 6.451801164075732231e-05 6.183981167851015925e-05
6.864350871182978153e-05 6.429883796954527497e-05 6.650333671132102609e-05 6.237211346160620451e-05 6.185251550050452352e-05
7.877180905779823661e-05 6.972280971240252256e-05 7.044013182166963816e-05 7.521287625422701240e-05 6.526779907289892435e-05
8.091884228633716702e-05 8.407364657614380121e-05 8.111987699521705508e-05 8.141131547745317221e-05 7.694395753787830472e-05
