2.205000000000000000e+03 2.183000000000000000e+03 2.157000000000000000e+03 2.171000000000000000e+03 2.197000000000000000e+03
2.085000000000000000e+03 2.104000000000000000e+03 2.161000000000000000e+03 2.125000000000000000e+03 2.135000000000000000e+03
1.975000000000000000e+03 2.022000000000000000e+03 2.063000000000000000e+03 2.038000000000000000e+03 2.021000000000000000e+03
1.878000000000000000e+03 1.908000000000000000e+03 1.892000000000000000e+03 1.875000000000000000e+03 1.854000000000000000e+03
1.713000000000000000e+03 1.702000000000000000e+03 1.713000000000000000e+03 1.744000000000000000e+03 1.717000000000000000e+03
1.606000000000000000e+03 1.570000000000000000e+03 1.594000000000000000e+03 1.608000000000000000e+03 1.628000000000000000e+03
1.527000000000000000e+03 1.532000000000000000e+03 1.529000000000000000e+03 1.541000000000000000e+03 1.500000000000000000e+03
1.418000000000000000e+03 1.443000000000000000e+03 1.392000000000000000e+03 1.406000000000000000e+03 1.481000000000000000e+03
1.309000000000000000e+03 1.314000000000000000e+03 1.353000000000000000e+03 1.320000000000000000e+03 1.326000000000000000e+03
1.272000000000000000e+03 1.252000000000000000e+03 1.238000000000000000e+03 1.225000000000000000e+03 1.238000000000000000e+03
1.174000000000000000e+03 1.168000000000000000e+03 1.161000000000000000e+03 1.142000000000000000e+03 1.163000000000000000e+03
1.085000000000000000e+03 1.093000000000000000e+03 1.083000000000000000e+03 1.085000000000000000e+03 1.065000000000000000e+03
1.011000000000000000e+03 1.011000000000000000e+03 9.760000000000000000e+02 1.044000000000000000e+03 1.017000000000000000e+03
9.500000000000000000e+02 9.290000000000000000e+02 9.580000000000000000e+02 9.600000000000000000e+02 9.330000000000000000e+02
8.810000000000000000e+02 8.650000000000000000e+02 8.610000000000000000e+02 9.010000000000000000e+02 8.820000000000000000e+02
8.370000000000000000e+02 8.490000000000000000e+02 7.860000000000000000e+02 8.150000000000000000e+02 8.270000000000000000e+02
7.450000000000000000e+02 7.750000000000000000e+02 7.710000000000000000e+02 7.590000000000000000e+02 7.710000000000000000e+02
7.080000000000000000e+02 7.370000000000000000e+02 7.170000000000000000e+02 7.030000000000000000e+02 7.120000000000000000e+02
6.580000000000000000e+02 6.570000000000000000e+02 6.640000000000000000e+02 6.440000000000000000e+02 6.770000000000000000e+02
6.170000000000000000e+02 6.180000000000000000e+02 6.070000000000000000e+02 6.150000000000000000e+02 6.110000000000000000e+02
5.480000000000000000e+02 5.800000000000000000e+02 5.580000000000000000e+02 5.460000000000000000e+02 5.670000000000000000e+02
5.220000000000000000e+02 5.300000000000000000e+02 5.100000000000000000e+02 5.180000000000000000e+02 5.060000000000000000e+02
4.720000000000000000e+02 4.680000000000000000e+02 4.680000000000000000e+02 4.630000000000000000e+02 4.620000000000000000e+02
4.270000000000000000e+02 4.350000000000000000e+02 4.390000000000000000e+02 4.330000000000000000e+02 4.230000000000000000e+02
4.010000000000000000e+02 4.060000000000000000e+02 3.840000000000000000e+02 4.190000000000000000e+02 4.070000000000000000e+02
3.580000000000000000e+02 3.880000000000000000e+02 3.710000000000000000e+02 3.620000000000000000e+02 3.530000000000000000e+02
3.390000000000000000e+02 3.390000000000000000e+02 3.300000000000000000e+02 3.450000000000000000e+02 3.310000000000000000e+02
3.190000000000000000e+02 3.010000000000000000e+02 3.130000000000000000e+02 2.990000000000000000e+02 3.030000000000000000e+02
2.730000000000000000e+02 2.860000000000000000e+02 2.780000000000000000e+02 2.720000000000000000e+02 2.740000000000000000e+02
2.500000000000000000e+02 2.540000000000000000e+02 2.530000000000000000e+02 2.690000000000000000e+02 2.570000000000000000e+02
2.370000000000000000e+02 2.390000000000000000e+02 2.340000000000000000e+02 2.410000000000000000e+02 2.320000000000000000e+02
2.190000000000000000e+02 2.100000000000000000e+02 2.090000000000000000e+02 2.200000000000000000e+02 2.050000000000000000e+02
1.970000000000000000e+02 1.920000000000000000e+02 1.880000000000000000e+02 1.970000000000000000e+02 1.870000000000000000e+02
1.830000000000000000e+02 1.820000000000000000e+02 1.860000000000000000e+02 1.830000000000000000e+02 1.690000000000000000e+02
1.650000000000000000e+02 1.680000000000000000e+02 1.610000000000000000e+02 1.780000000000000000e+02 1.600000000000000000e+02
1.430000000000000000e+02 1.450000000000000000e+02 1.560000000000000000e+02 1.560000000000000000e+02 1.430000000000000000e+02
1.390000000000000000e+02 1.490000000000000000e+02 1.440000000000000000e+02 1.400000000000000000e+02 1.410000000000000000e+02
1.270000000000000000e+02 1.240000000000000000e+02 1.310000000000000000e+02 1.320000000000000000e+02 1.180000000000000000e+02
