3.310313766701696303e-01 3.277285692838913245e-01 3.238252514637441903e-01 3.259270379822849506e-01 3.298303558024320847e-01
3.130160636541060026e-01 3.158684882149827566e-01 3.244257618976129631e-01 3.190211679927938970e-01 3.205224440774658290e-01
2.965020267227143069e-01 3.035580243206725815e-01 3.097132562678276413e-01 3.059600660561477281e-01 3.034078967122053605e-01
2.819396487013962060e-01 2.864434769554121130e-01 2.840414352199369663e-01 2.814892658759945987e-01 2.783365860981834583e-01
2.571685933043086347e-01 2.555171896111694818e-01 2.571685933043086347e-01 2.618225491667917626e-01 2.577691037381774630e-01
2.411049391983185741e-01 2.357003452934994803e-01 2.393034078967122003e-01 2.414051944152529605e-01 2.444077465845969077e-01
2.292448581294100063e-01 2.299954961717459723e-01 2.295451133463443927e-01 2.313466446479507665e-01 2.251914127007956790e-01
2.128809488064855038e-01 2.166341390181654447e-01 2.089776309863383974e-01 2.110794175048791577e-01 2.223389881399189250e-01
1.965170394835610290e-01 1.972676775258970228e-01 2.031226542561176962e-01 1.981684431767001819e-01 1.990692088275033689e-01
1.909623179702747420e-01 1.879597658009307948e-01 1.858579792823900345e-01 1.839063203723164674e-01 1.858579792823900345e-01
1.762498123404894201e-01 1.753490466896862332e-01 1.742981534304158531e-01 1.714457288695390991e-01 1.745984086473502395e-01
1.628884551869088648e-01 1.640894760546464382e-01 1.625881999699744784e-01 1.628884551869088648e-01 1.598859030175649176e-01
1.517790121603362907e-01 1.517790121603362907e-01 1.465245458639843901e-01 1.567332232397537772e-01 1.526797778111394777e-01
1.426212280438372559e-01 1.394685482660261155e-01 1.438222489115748293e-01 1.441225041285092434e-01 1.400690586998949161e-01
1.322624230596006478e-01 1.298603813241255012e-01 1.292598708902567284e-01 1.352649752289445950e-01 1.324125506680678688e-01
1.256568082870439806e-01 1.274583395886503545e-01 1.180003002552169333e-01 1.223540009007656471e-01 1.241555322023720209e-01
1.118450683080618457e-01 1.163488965620777665e-01 1.157483861282089799e-01 1.139468548266026060e-01 1.157483861282089799e-01
1.062903467947755587e-01 1.106440474403242724e-01 1.076414952709803391e-01 1.055397087524395788e-01 1.068908572286443454e-01
9.878396637141570458e-02 9.863383876294851138e-02 9.968473202221889151e-02 9.668217985287494431e-02 1.016363909322924447e-01
9.262873442426061699e-02 9.277886203272782406e-02 9.112745833958865727e-02 9.232847920732623059e-02 9.172796877345744393e-02
8.226992944002402275e-02 8.707401291097432994e-02 8.377120552469599635e-02 8.196967422308962248e-02 8.512235400090076287e-02
7.836661161987688862e-02 7.956763248761447582e-02 7.656508031827052863e-02 7.776610118600810195e-02 7.596456988440174196e-02
7.086023119651703450e-02 7.025972076264824784e-02 7.025972076264824784e-02 6.950908272031226798e-02 6.935895511184507478e-02
6.410448881549317413e-02 6.530550968323074745e-02 6.590602011709953412e-02 6.500525446629634718e-02 6.350397838162438746e-02
6.020117099534604693e-02 6.095180903768202679e-02 5.764900165140369320e-02 6.290346794775558692e-02 6.110193664614922693e-02
5.374568383125656601e-02 5.824951208527247987e-02 5.569734274133013308e-02 5.434619426512535961e-02 5.299504578892057921e-02
5.089325927037982589e-02 5.089325927037982589e-02 4.954211079417504549e-02 5.179402492118300588e-02 4.969223840264224562e-02
4.789070710103587869e-02 4.518841014862633176e-02 4.698994145023269869e-02 4.488815493169193843e-02 4.548866536556072510e-02
4.098483711154481124e-02 4.293649602161837830e-02 4.173547515388079804e-02 4.083470950307761804e-02 4.113496472001201137e-02
3.753190211679927751e-02 3.813241255066807112e-02 3.798228494220087098e-02 4.038432667767602458e-02 3.858279537606965764e-02
3.558024320672571739e-02 3.588049842366011072e-02 3.512986038132412392e-02 3.618075364059450405e-02 3.482960516438973059e-02
3.287794625431617046e-02 3.152679777811139700e-02 3.137667016964419686e-02 3.302807386278336366e-02 3.077615973577541020e-02
2.957513886803783340e-02 2.882450082570184660e-02 2.822399039183305647e-02 2.957513886803783340e-02 2.807386278336585980e-02
2.747335234949707314e-02 2.732322474102987647e-02 2.792373517489866314e-02 2.747335234949707314e-02 2.537156583095631288e-02
2.477105539708752274e-02 2.522143822248911621e-02 2.417054496321873608e-02 2.672271430716108634e-02 2.402041735475153941e-02
